DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
1334_gt_image.png   1334             3        84      G1       44.93      0.9920       36.23      0.9759
1335_gt_image.png   1335             4       171      G2       46.54      0.9939       37.20      0.9773
1336_gt_image.png   1336             5        54      G1       46.48      0.9939       37.62      0.9789
1337_gt_image.png   1337             6      1329      G4       39.01      0.9864       33.44      0.9731
1338_gt_image.png   1338             7      3119      G5       34.72      0.9762       27.82      0.9469
1339_gt_image.png   1339             8       182      G3       40.14      0.9896       33.27      0.9724
1340_gt_image.png   1340             9       180      G2       44.05      0.9909       34.75      0.9728
1341_gt_image.png   1341             0       371      G3       39.64      0.9896       33.56      0.9724
1342_gt_image.png   1342             1      1338      G5       33.72      0.9793       28.25      0.9511
1343_gt_image.png   1343             2       688      G4       35.57      0.9825       29.31      0.9606
1344_gt_image.png   1344             3        84      G1       42.05      0.9899       34.79      0.9701
1345_gt_image.png   1345             4       171      G2       45.96      0.9925       36.01      0.9741
1346_gt_image.png   1346             5        54      G1       46.65      0.9928       37.12      0.9727
1347_gt_image.png   1347             6      1329      G4       39.34      0.9858       32.95      0.9691
1348_gt_image.png   1348             7      3119      G5       33.63      0.9729       28.05      0.9427
1349_gt_image.png   1349             8       182      G3       45.29      0.9916       36.12      0.9701
1350_gt_image.png   1350             9       180      G2       45.23      0.9913       35.83      0.9693
1351_gt_image.png   1351             0       371      G3       42.19      0.9912       32.64      0.9658
1352_gt_image.png   1352             1      1338      G5       37.72      0.9831       27.40      0.9432
1353_gt_image.png   1353             2       688      G4       39.45      0.9874       29.53      0.9540
1354_gt_image.png   1354             3        84      G1       44.80      0.9919       34.87      0.9689
1355_gt_image.png   1355             4       171      G2       46.72      0.9939       37.25      0.9772
1356_gt_image.png   1356             5        54      G1       41.03      0.9928       34.38      0.9729
1357_gt_image.png   1357             6      1329      G4       40.46      0.9896       29.22      0.9567
1358_gt_image.png   1358             7      3119      G5       37.56      0.9813       24.86      0.9210
1359_gt_image.png   1359             8       182      G3       42.72      0.9904       32.79      0.9655
1360_gt_image.png   1360             9       180      G2       41.57      0.9894       33.92      0.9662
1361_gt_image.png   1361             0       371      G3       38.54      0.9885       32.69      0.9714
1362_gt_image.png   1362             1      1338      G5       38.05      0.9811       27.86      0.9506
1363_gt_image.png   1363             2       688      G4       30.82      0.9827       30.82      0.9652
1364_gt_image.png   1364             3        84      G1       45.36      0.9917       36.68      0.9749
1365_gt_image.png   1365             4       171      G2       48.35      0.9935       39.15      0.9807
1366_gt_image.png   1366             5        54      G1       46.25      0.9923       36.03      0.9778
1367_gt_image.png   1367             6      1329      G4       43.22      0.9875       30.61      0.9641
1368_gt_image.png   1368             7      3119      G5       40.05      0.9751       27.32      0.9355
1369_gt_image.png   1369             8       182      G3       45.88      0.9909       34.96      0.9713
1370_gt_image.png   1370             9       180      G2       44.98      0.9910       35.41      0.9713
1371_gt_image.png   1371             0       371      G3       45.53      0.9922       32.28      0.9645
1372_gt_image.png   1372             1      1338      G5       39.14      0.9837       27.29      0.9435
1373_gt_image.png   1373             2       688      G4       40.35      0.9876       28.27      0.9531
1374_gt_image.png   1374             3        84      G1       47.56      0.9927       34.41      0.9689
1375_gt_image.png   1375             4       171      G2       49.02      0.9943       36.36      0.9758
1376_gt_image.png   1376             5        54      G1       48.23      0.9937       35.26      0.9742
1377_gt_image.png   1377             6      1329      G4       40.02      0.9881       27.97      0.9540
1378_gt_image.png   1378             7      3119      G5       37.94      0.9799       24.99      0.9170
1379_gt_image.png   1379             8       182      G3       46.33      0.9913       32.88      0.9651
1380_gt_image.png   1380             9       180      G2       45.67      0.9915       32.50      0.9663
1381_gt_image.png   1381             0       371      G3       41.97      0.9896       30.77      0.9674
1382_gt_image.png   1382             1      1338      G5       35.92      0.9794       25.35      0.9450
1383_gt_image.png   1383             2       688      G4       38.45      0.9846       27.97      0.9568
1384_gt_image.png   1384             3        84      G1       45.22      0.9912       33.98      0.9737
1385_gt_image.png   1385             4       171      G2       47.22      0.9934       36.35      0.9774
1386_gt_image.png   1386             5        54      G1       46.89      0.9932       35.55      0.9777
1387_gt_image.png   1387             6      1329      G4       36.33      0.9844       27.63      0.9577
1388_gt_image.png   1388             7      3119      G5       34.13      0.9738       24.47      0.9238
1389_gt_image.png   1389             8       182      G3       44.56      0.9908       32.91      0.9717
1390_gt_image.png   1390             9       180      G2       44.12      0.9897       32.32      0.9692
1391_gt_image.png   1391             0       371      G3       42.38      0.9890       30.73      0.9682
1392_gt_image.png   1392             1      1338      G5       34.30      0.9750       24.84      0.9468
1393_gt_image.png   1393             2       688      G4       39.47      0.9837       29.23      0.9601
1394_gt_image.png   1394             3        84      G1       44.95      0.9913       33.86      0.9736
1395_gt_image.png   1395             4       171      G2       47.69      0.9930       35.59      0.9761
1396_gt_image.png   1396             5        54      G1       46.95      0.9928       34.70      0.9766
1397_gt_image.png   1397             6      1329      G4       36.66      0.9846       29.53      0.9628
1398_gt_image.png   1398             7      3119      G5       33.31      0.9704       24.98      0.9268
1399_gt_image.png   1399             8       182      G3       43.14      0.9901       32.76      0.9702
1400_gt_image.png   1400             9       180      G2       42.39      0.9900       32.61      0.9707
1401_gt_image.png   1401             0       371      G3       45.06      0.9916       31.81      0.9648
1402_gt_image.png   1402             1      1338      G5       38.63      0.9831       27.06      0.9427
1403_gt_image.png   1403             2       688      G4       39.03      0.9861       27.29      0.9500
1404_gt_image.png   1404             3        84      G1       47.65      0.9928       34.66      0.9712
1405_gt_image.png   1405             4       171      G2       48.59      0.9940       35.65      0.9762
1406_gt_image.png   1406             5        54      G1       47.41      0.9937       35.44      0.9758
1407_gt_image.png   1407             6      1329      G4       42.06      0.9882       28.92      0.9581
1408_gt_image.png   1408             7      3119      G5       38.70      0.9799       25.19      0.9255
1409_gt_image.png   1409             8       182      G3       46.24      0.9914       32.98      0.9696
1410_gt_image.png   1410             9       180      G2       45.60      0.9914       32.71      0.9668
1411_gt_image.png   1411             0       371      G3       47.13      0.9926       33.49      0.9649
1412_gt_image.png   1412             1      1338      G5       39.89      0.9849       27.41      0.9434
1413_gt_image.png   1413             2       688      G4       43.70      0.9891       30.37      0.9532
1414_gt_image.png   1414             3        84      G1       47.06      0.9924       33.75      0.9688
1415_gt_image.png   1415             4       171      G2       49.23      0.9945       36.74      0.9773
1416_gt_image.png   1416             5        54      G1       47.49      0.9936       34.90      0.9736
